claim_id,date,claim_product_line,claim_product,client_segment,client_location,client_sex,client_age,body,label
822,2016/12/19,Ice cream,vanilla ice cream,Golden Card Member,Queens,Female,30,"In a 6-pack of vanilla ice cream, I could only find 4 cups.",amount.shortage
823,2016/12/19,Tea,lemon tea,Silver Card Member,Brooklyn,Male,40,There was no straw attached.,package_container
824,2016/12/19,Pastry,pastry,Silver Card Member,Bronx,Female,20,The bag looked like it was already opened.,prank
825,2016/12/20,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Male,20," I often buy vanilla ice cream, but this time there was only half the usual amount.",amount.shortage
826,2016/12/20,Juice,orange juice,Silver Card Member,Bronx,Female,50,"I bought orange juice for my children and left the pack in the fridge for about two days without opening the lid, but the contents were leaking from the top of the pack.",package_container.leak
827,2016/12/21,Juice,pine juice,Golden Card Member,Manhattan,Male,60,The contents were leaking from the hole for the straw of the juice pack.,package_container
828,2016/12/21,Pastry,pastry,Silver Card Member,Queens,Female,40,"I bought the pastry yesterday, but it had a sour odor.",other
829,2016/12/22,Juice,orange juice,Silver Card Member,Brooklyn,Male,70,"The contents leaked from the top, when I was holding an unopened pack.",package_container.leak
830,2016/12/22,Juice,pine juice,Silver Card Member,Bronx,Female,50, The straw was detached.,package_container
831,2016/12/22,Pastry,pastry,Silver Card Member,Manhattan,Male,40,Why is it that the pastry prices of other brands are cheaper?,price.price_general
832,2016/12/24,Ice cream,vanilla ice cream,Silver Card Member,Bronx,Female,60,"I bought vanilla ice cream for my daughter, but the inside of the container was dirty.",package_container.dirt
833,2016/12/24,Tea,lemon tea,Silver Card Member,Manhattan,Male,50, no straw attached.,package_container
834,2016/12/24,Ice cream,vanilla ice cream,Silver Card Member,Queens,Female,70,"I like to buy ABCDE confectionery company's ice cream, but today it was a little more sour than when I ate it before. ",other
835,2016/12/25,Jelly,fruit jelly,Silver Card Member,Brooklyn,Male,30,Do you use kiwis? I am allergic to kiwis.,ingredient.allergy
836,2016/12/26,Jelly,mint jelly,Silver Card Member,Bronx,Female,30," I got some mint jelly, but there was more in the package than it said on the label.",amount.excess
837,2016/12/26,Chocolate,chocolate,Silver Card Member,Manhattan,Male,20,There were only 10 pieces in the dozen pack.,amount.shortage
838,2016/12/26,Juice,orange juice,Silver Card Member,Bronx,Female,50,"I purchased 100% orange juice at a nearby PQRST supermarket, but there was some juice leaking from the straw hole. I would like it exchanged.",package_container
839,2016/12/26,Tea,lemon tea,Not Member,Manhattan,Male,30,Are you really going to raise the price on the tea?,price.raise_of_price
840,2016/12/27,Juice,apple juice,Not Member,Queens,Female,60,There is a chunk of settlement in the juice bottle. I have saved the bottle without drinking it.,package_container
841,2016/12/28,Pastry,pastry,Silver Card Member,Brooklyn,Male,20,I found the bag torn.,package_container.torn
842,2016/12/29,Juice,pine juice,Golden Card Member,Bronx,Female,30,I like to buy drink made by ABCDE confectionery company. Do you use any genetically modified ingredients?,ingredient.gm_foods
843,2016/12/29,Ice cream,strawberry ice cream,Silver Card Member,Manhattan,Male,40,Could you tell me when the new strawberry ice cream will be on sale?,production_plan.new_product
844,2016/12/30,Ice cream,chocolate ice cream,Silver Card Member,Bronx,Female,50, There was a dark clump at the bottom of the ice cream cup.,change_of_properties
845,2016/12/30,Juice,orange juice,Silver Card Member,Queens,Male,40,"I got orange juice at my local supermarket, but there is a chunk of settlement at the bottom of the juice bottle.",package_container
846,2016/12/30,Jelly,mint jelly,Silver Card Member,Queens,Female,40, There was a piece of plastic inside the cup of the jelly.,contamination_tampering
847,2016/12/30,Pastry,pastry,Golden Card Member,Brooklyn,Male,50,I could only find 6 pieces of bread in the 10-pack.,amount.shortage
848,2016/12/30,Minerals,minerals,Silver Card Member,Bronx,Female,20,"I frequently buy fruit mix juice, but the bottle cap loosens up even if I close it tightly.",package_container
849,2016/12/30,Ice cream,chocolate ice cream,Silver Card Member,Manhattan,Male,60,"The vanilla ice cream tasted bitter. I bought it the day before yesterday, and the date hasn't expired yet.",other
850,2016/12/30,Ice cream,vanilla ice cream,Silver Card Member,Bronx,Female,20,"I bought some ice cream today, but it had a strange odor.",other
851,2016/12/31,Juice,pine juice,Silver Card Member,Manhattan,Male,70,"I like to buy juice made by ABCDE confectionery company, but this time there was some juice leaking from the bottom.",package_container.leak
